"FirstName","Surname","PositionsList","Team","Cost","PointsLastRound","TotalPoints","TransfersOut","YellowCards","GoalsConceded","GoalsConcededPoints","GoalsScored","GoalsScoredPoints","TransfersOutRound","PriceRise","PriceFallRound","LastSeasonPoints","PriceFall","PenaltiesMissed","Form","Bonus","CleanSheets","CleanSheetPoints","Assists","SelectedByPercent","TransfersIn","OwnGoals","MinutesPlayed","TransfersInRound","PriceRiseRound","RedCards","Week","Season"
"Patrick","van Aanholt","DEF","CRY",5200000,18,95,203354,7,38,0,5,0,0,-3,0,95,3,0,0,7,6,0,1,3.1,185165,0,2182,0,0,0,"37",2017
"Virgil","van Dijk","DEF","LIV",5700000,6,78,453703,1,28,0,0,0,0,2,0,78,-2,0,0,5,8,0,0,7.3,726332,0,2253,0,0,0,"37",2017
"Jamie","Vardy","FWD","LEI",8800000,13,183,2728318,3,57,0,20,0,0,3,0,183,-3,1,0,28,8,0,2,21.7,3438115,0,3248,0,0,0,"37",2017
"Jan","Vertonghen","DEF","TOT",6100000,0,138,689532,4,31,0,0,0,0,1,0,138,-1,0,0,13,16,0,1,10.1,780007,0,3203,0,0,0,"37",2017
"Kyle","Walker","DEF","MCI",6600000,0,138,1280445,2,22,0,0,0,0,1,0,138,-1,0,0,8,15,0,6,12.3,810212,1,2784,0,0,1,"37",2017
"Stephen","Ward","DEF","BUR",4800000,1,102,1535374,1,27,0,1,0,0,3,0,102,-3,0,0,9,9,0,1,8.5,1749307,0,2460,0,0,0,"37",2017
"James","Ward-Prowse","MID","SOU",4900000,0,84,283475,3,29,0,3,0,0,-6,0,84,6,0,0,8,2,0,5,1.7,246468,0,1708,0,0,0,"37",2017
"Georginio","Wijnaldum","MID","LIV",6600000,3,85,274263,1,23,0,1,0,0,-4,0,85,4,0,0,1,15,0,2,2.2,62827,0,2381,0,0,0,"37",2017
NA,"Willian","MID","CHE",7e+06,1,130,1958002,1,19,0,6,0,0,0,0,130,0,0,0,13,9,0,8,12.6,1740578,0,1874,0,0,0,"37",2017
"Callum","Wilson","FWD","BOU",5600000,8,102,1041094,0,33,0,8,0,0,-4,0,102,4,0,0,13,6,0,2,4.5,1273721,0,1981,0,0,0,"37",2017
"Chris","Wood","FWD","BUR",6200000,9,104,432717,1,11,0,10,0,0,-3,0,104,3,0,0,20,10,0,1,1.7,494816,0,1621,0,0,0,"37",2017
"Granit","Xhaka","MID","ARS",5100000,3,109,1106599,10,50,0,1,0,0,-4,0,109,4,0,0,3,12,0,8,7,987715,0,3259,0,0,0,"37",2017
"DeAndre","Yedlin","DEF","NEW",4500000,6,88,82808,5,37,0,0,0,0,0,0,88,0,0,0,5,7,0,2,1.7,161806,1,2842,0,0,0,"37",2017
"Maya","Yoshida","DEF","SOU",4600000,2,76,491094,2,32,0,2,0,0,-4,0,76,4,0,0,6,6,0,1,1.7,489589,0,2049,0,0,1,"37",2017
"Ashley","Young","MID","MUN",4800000,0,98,577243,7,26,0,2,0,0,-2,0,98,2,0,0,11,9,0,6,2.4,676970,0,2444,0,0,0,"37",2017
"Pablo","Zabaleta","DEF","WHU",4900000,5,90,226445,9,62,0,0,0,0,-1,0,90,1,0,0,6,10,0,1,1.9,144511,1,3289,0,0,0,"37",2017
"Wilfried","Zaha","MID","CRY",7100000,10,136,1596184,5,31,0,9,0,0,1,0,136,-1,0,0,8,10,0,7,10.6,1081802,0,2549,0,0,0,"37",2017
NA,"Zanka","DEF","HUD",4500000,1,107,668140,6,58,0,0,0,0,0,0,107,0,0,0,9,10,0,3,6.6,834036,0,3420,0,0,0,"37",2017
"Kurt","Zouma","DEF","STK",5400000,2,87,173863,1,50,0,1,0,0,-1,0,87,1,0,0,5,7,0,0,2,108628,0,2887,0,0,0,"37",2017
"Sergio","Aguero","FWD","MCI",1.2e+07,6,201,4677736,4,15,0,21,0,0,10,0,201,-10,0,0,26,17,0,11,42.7,5302762,0,2457,0,0,0,"37",2018
"Nathan","Ake","DEF","BOU",5100000,0,120,409881,3,70,0,4,0,0,1,0,120,-1,0,0,8,10,0,1,6.1,512870,0,3411,0,0,0,"37",2018
"Toby","Alderweireld","DEF","TOT",6e+06,1,107,286864,3,31,0,0,0,0,0,0,107,0,0,0,7,12,0,0,3.7,288968,1,2921,0,0,0,"37",2018
"Trent","Alexander-Arnold","DEF","LIV",5800000,15,185,2611834,3,14,0,1,0,0,8,0,185,-8,0,0,25,16,0,13,26.9,3306874,0,2460,0,0,0,"37",2018
"Bamidele","Alli","MID","TOT",8800000,1,94,653376,4,21,0,5,0,0,-2,0,94,2,0,0,8,8,0,4,2.5,505283,0,1822,0,0,0,"37",2018
"Marcos","Alonso","DEF","CHE",6200000,6,161,2305940,6,28,0,2,0,0,-3,0,161,3,0,0,21,14,0,8,22.1,2278311,0,2759,0,0,0,"37",2018
"Michail","Antonio","MID","WHU",6800000,13,118,142850,3,30,0,6,0,0,-2,0,118,2,0,0,6,7,0,8,1.2,129017,0,2093,0,0,0,"37",2018
"Stuart","Armstrong","MID","SOU",5100000,0,75,83452,2,26,0,3,0,0,-4,0,75,4,0,0,3,5,0,4,0.2,79249,0,1421,0,0,0,"37",2018
"Marko","Arnautovic","FWD","WHU",6700000,6,117,2669081,3,34,0,10,0,0,-3,0,117,3,0,0,15,4,0,5,6.7,1950653,0,1988,0,0,0,"37",2018
"Pierre-Emerick","Aubameyang","FWD","ARS",10800000,13,205,3849890,0,42,0,22,0,0,-2,0,205,2,1,0,32,7,0,7,18.8,3832019,0,2722,0,0,0,"37",2018
"Cesar","Azpilicueta","DEF","CHE",6400000,6,158,773928,4,39,0,1,0,0,-1,0,158,1,0,0,11,16,0,6,9.6,460540,0,3402,0,0,0,"37",2018
"Ryan","Babel","MID","FUL",5600000,1,75,50444,3,26,0,5,0,0,1,0,75,-1,0,0,8,3,0,4,1.7,155032,0,1250,0,0,0,"37",2018
"Sol","Bamba","DEF","CAR",4400000,0,95,381639,7,52,0,4,0,0,-1,0,95,1,0,0,11,7,0,1,1.5,402025,0,2475,0,0,0,"37",2018
"Ross","Barkley","MID","CHE",5e+06,3,79,697311,1,13,0,3,0,0,-10,0,79,10,0,0,5,7,0,5,1.3,721805,0,1231,0,0,0,"37",2018
"Ashley","Barnes","FWD","BUR",5600000,5,122,341956,8,41,0,12,0,0,-4,0,122,4,0,0,13,7,0,3,2.1,408046,1,2378,0,0,0,"37",2018
"Joe","Bennett","DEF","CAR",4400000,6,77,55576,5,50,0,0,0,0,-1,0,77,1,0,0,4,9,0,1,0.4,54940,0,2639,0,0,0,"37",2018
"Ryan","Bennett","DEF","WOL",4100000,0,89,923860,12,38,0,1,0,0,1,0,89,-1,0,0,1,9,0,0,8,1074431,0,3060,0,0,0,"37",2018
NA,"Bernard","MID","EVE",5900000,2,88,62783,5,19,0,1,0,0,-1,0,88,1,0,0,5,13,0,4,0.3,53059,0,2108,0,0,0,"37",2018
NA,"Bernardo Silva","MID","MCI",7800000,2,154,1870198,3,22,0,7,0,0,3,0,154,-3,0,0,17,15,0,8,13.6,2267745,0,2849,0,0,0,"37",2018
"Willy","Boly","DEF","WOL",4700000,1,120,552947,2,43,0,4,0,0,2,0,120,-2,0,0,10,8,0,0,6.1,787544,0,3168,0,0,1,"37",2018
"David","Brooks","MID","BOU",5e+06,0,123,824007,3,41,0,7,0,0,0,0,123,0,0,0,7,9,0,6,3.6,1020190,0,2263,0,0,0,"37",2018
"Dominic","Calvert-Lewin","FWD","EVE",5400000,0,92,326235,3,26,0,6,0,0,-1,0,92,1,0,0,3,8,0,5,1.9,357461,0,1769,0,0,0,"37",2018
"Victor","Camarasa","MID","CAR",4400000,0,106,391723,6,53,0,5,0,0,-1,0,106,1,0,0,5,9,0,4,2.2,513631,0,2569,0,0,0,"37",2018
"Etienne","Capoue","MID","WAT",4800000,1,79,173962,14,48,0,1,0,0,-2,0,79,2,0,0,8,8,0,3,0.5,180099,0,2944,0,0,1,"37",2018
"Craig","Cathcart","DEF","WAT",4500000,0,93,218176,2,54,0,3,0,0,0,0,93,0,0,0,5,6,0,0,3.2,394641,2,3095,0,0,0,"37",2018
NA,"Chicharito","FWD","WHU",6100000,0,86,630777,2,20,0,7,0,0,-4,0,86,4,0,0,10,6,0,4,1.5,559624,0,1326,0,0,0,"37",2018
"Benjamin","Chilwell","DEF","LEI",5e+06,6,118,355243,4,43,0,0,0,0,0,0,118,0,0,0,8,10,0,5,2.8,478363,0,3240,0,0,0,"37",2018
"Conor","Coady","DEF","WOL",4500000,1,94,60060,5,46,0,0,0,0,0,0,94,0,0,0,6,9,0,0,0.9,74605,3,3420,0,0,0,"37",2018
"Seamus","Coleman","DEF","EVE",5200000,0,125,250212,1,30,0,2,0,0,-3,0,125,3,0,0,12,13,0,2,1.6,178473,1,2558,0,0,0,"37",2018
"Jack","Cork","MID","BUR",4600000,1,87,78799,6,63,0,1,0,0,-4,0,87,4,0,0,0,8,0,2,0.5,44971,0,3312,0,0,0,"37",2018
NA,"David Luiz","DEF","CHE",5800000,6,164,1090033,3,36,0,3,0,0,3,0,164,-3,0,0,19,16,0,2,11.7,1470121,0,3238,0,0,0,"37",2018
NA,"David Silva","MID","MCI",8500000,9,143,1339892,2,14,0,6,0,0,0,0,143,0,0,0,14,16,0,8,4.4,1280172,0,2399,0,0,0,"37",2018
"Troy","Deeney","FWD","WAT",5800000,2,116,1049377,4,44,0,9,0,0,-2,0,116,2,0,0,13,5,0,5,3.7,1135893,0,2542,0,0,1,"37",2018
"Gerard","Deulofeu","MID","WAT",5700000,6,133,523238,3,29,0,10,0,0,2,0,133,-2,0,0,10,9,0,5,7.2,936457,0,2064,0,0,0,"37",2018
"Lucas","Digne","DEF","EVE",5400000,0,158,1184930,5,38,0,4,0,0,4,0,158,-4,0,0,22,13,0,5,10.2,1598581,1,2964,0,0,1,"37",2018
"Issa","Diop","DEF","WHU",4200000,2,87,132900,4,43,0,1,0,0,-3,0,87,3,0,0,6,7,0,0,1.4,166703,1,2970,0,0,0,"37",2018
"Matt","Doherty","DEF","WOL",5300000,2,144,1445228,5,41,0,4,0,0,8,0,144,-8,0,0,12,8,0,7,21.9,2635083,1,3141,0,0,0,"37",2018
"Abdoulaye","Doucoure","MID","WAT",5800000,2,124,389927,7,56,0,5,0,0,-2,0,124,2,0,0,14,5,0,7,2.8,436048,1,3061,0,0,0,"37",2018
"Shane","Duffy","DEF","BHA",4700000,0,115,799050,4,55,0,5,0,0,2,0,115,-2,0,0,9,7,0,2,8.1,1104919,0,3087,0,0,1,"37",2018
"Lewis","Dunk","DEF","BHA",4400000,0,91,449870,5,56,0,2,0,0,-1,0,91,1,0,0,6,7,0,1,3.4,487046,0,3151,0,0,1,"37",2018
"Bruno","Ecuele Manga","DEF","CAR",4400000,7,97,34791,0,67,0,0,0,0,-1,0,97,1,0,0,4,10,0,1,0.4,50985,0,3375,0,0,0,"37",2018
"Christian","Eriksen","MID","TOT",9200000,7,161,1536046,3,37,0,8,0,0,-3,0,161,3,0,0,15,8,0,12,7.7,1057730,0,2770,0,0,0,"37",2018
"Jonny","Evans","DEF","LEI",4800000,8,77,40564,2,26,0,1,0,0,-2,0,77,2,0,0,3,8,0,0,0.4,37348,0,1993,0,0,0,"37",2018
NA,"Felipe Anderson","MID","WHU",6800000,5,155,2317355,3,49,0,9,0,0,-2,0,155,2,0,0,18,7,0,6,8.2,2547937,0,3045,0,0,0,"37",2018
NA,"Fernandinho","MID","MCI",5300000,0,79,560910,5,15,0,1,0,0,-2,0,79,2,0,0,4,12,0,3,2.9,349373,0,2375,0,0,0,"37",2018
"Roberto","Firmino","FWD","LIV",9300000,0,160,3107022,0,15,0,12,0,0,-2,0,160,2,0,0,24,19,0,8,14.2,1971554,0,2606,0,0,0,"37",2018
"Ryan","Fraser","MID","BOU",6400000,2,181,2658647,2,64,0,7,0,0,9,0,181,-9,0,0,23,9,0,14,23.7,3904067,0,3165,0,0,0,"37",2018
"Andre","Gray","FWD","WAT",5900000,1,83,225360,2,23,0,7,0,0,-1,0,83,1,0,0,10,4,0,2,1.9,296411,0,1352,0,0,0,"37",2018
"Demarai","Gray","MID","LEI",5400000,0,84,239295,2,29,0,4,0,0,-1,0,84,1,0,0,3,6,0,1,0.9,212736,0,1978,0,0,0,"37",2018
"Pascal","Gro?","MID","BHA",6700000,5,80,377648,1,31,0,3,0,0,-3,0,80,3,1,0,12,3,0,3,1.5,84584,0,1864,0,0,0,"37",2018
"Johann Berg","Gudmundsson","MID","BUR",5500000,4,92,399613,2,39,0,3,0,0,-5,0,92,5,0,0,6,5,0,7,1,339643,0,1743,0,0,0,"37",2018
"Idrissa","Gueye","MID","EVE",4700000,2,78,31573,6,31,0,0,0,0,-3,0,78,3,0,0,0,13,0,2,0.3,17202,0,2821,0,0,0,"37",2018
"Ilkay","Gundogan","MID","MCI",5400000,9,113,544703,3,15,0,6,0,0,-1,0,113,1,0,0,10,13,0,3,2.3,556405,0,2129,0,0,0,"37",2018
"Eden","Hazard","MID","CHE",1.1e+07,1,238,3891981,2,35,0,16,0,0,5,0,238,-5,0,0,35,12,0,15,27.2,4632672,0,2918,0,0,0,"37",2018
"Jordan","Henderson","MID","LIV",5300000,3,76,62572,1,14,0,1,0,0,-2,0,76,2,0,0,2,12,0,3,0.7,30923,0,1976,0,0,1,"37",2018
"David Junior","Hoilett","MID","CAR",5e+06,1,82,26002,4,46,0,3,0,0,-5,0,82,5,0,0,4,6,0,2,0.1,11026,0,2134,0,0,0,"37",2018
"Pierre-Emile","H?jbjerg","MID","SOU",4400000,2,90,477521,7,59,0,4,0,0,-1,0,90,1,0,0,8,4,0,3,3.2,624333,0,2760,0,0,2,"37",2018
"Jose","Holebas","DEF","WAT",4800000,-4,93,1639165,12,41,0,3,0,0,3,0,93,-3,0,0,10,5,0,7,7.9,1850029,0,2392,0,0,1,"37",2018
"Will","Hughes","MID","WAT",4900000,2,87,207002,5,39,0,2,0,0,-1,0,87,1,0,0,5,7,0,4,0.7,210219,0,2419,0,0,0,"37",2018
"Danny","Ings","FWD","SOU",5400000,5,90,1289510,1,27,0,7,0,0,-1,0,90,1,0,0,11,5,0,3,3.2,1326541,0,1650,0,0,0,"37",2018
"Alex","Iwobi","MID","ARS",5400000,10,99,298648,0,32,0,3,0,0,-1,0,99,1,0,0,3,4,0,8,1.5,311995,0,1961,0,0,0,"37",2018
NA,"Jesus","FWD","MCI",9900000,0,79,370861,1,11,0,7,0,0,-6,0,79,6,0,0,7,2,0,3,1.6,289985,0,1017,0,0,0,"37",2018
"Raul","Jimenez","FWD","WOL",6900000,2,181,2334634,4,40,0,13,0,0,14,0,181,-14,0,0,31,12,0,10,33.4,4114072,0,3112,0,0,0,"37",2018
NA,"Jonny","DEF","WOL",4300000,1,103,358341,6,39,0,1,0,0,-2,0,103,2,0,0,9,8,0,3,3.6,526859,0,2772,0,0,0,"37",2018
NA,"Jorginho","MID","CHE",4600000,2,96,1010765,8,37,0,2,0,0,-4,0,96,4,0,0,4,16,0,0,5.8,764329,0,3156,0,0,0,"37",2018
"Diogo","Jota","MID","WOL",6300000,1,139,705233,11,29,0,9,0,0,-2,0,139,2,0,0,13,10,0,8,8.5,903140,0,2352,0,0,0,"37",2018
"Harry","Kane","FWD","TOT",12600000,0,160,3378884,5,31,0,17,0,0,1,0,160,-1,0,0,24,9,0,6,12.4,2293540,0,2423,0,0,0,"37",2018
"N'Golo","Kante","MID","CHE",4900000,0,116,1582566,3,38,0,4,0,0,-1,0,116,1,0,0,3,14,0,4,15.8,1254433,0,3092,0,0,0,"37",2018
"Michael","Keane","DEF","EVE",4800000,1,129,516563,2,39,0,1,0,0,-2,0,129,2,0,0,15,13,0,2,4.3,614592,0,2970,0,0,0,"37",2018
"Joshua","King","FWD","BOU",6400000,6,141,1179193,3,57,0,12,0,0,-1,0,141,1,1,0,20,10,0,3,5.1,1054144,0,2963,0,0,0,"37",2018
"Sead","Kolasinac","DEF","ARS",4900000,0,81,668369,5,29,0,0,0,0,-1,0,81,1,0,0,10,5,0,7,5.4,946558,1,1886,0,0,0,"37",2018
"Alexandre","Lacazette","FWD","ARS",9400000,0,166,2089498,2,31,0,13,0,0,-1,0,166,1,0,0,20,6,0,12,11.4,2469730,0,2497,0,0,0,"37",2018
"Aymeric","Laporte","DEF","MCI",6300000,8,177,1473167,3,21,0,3,0,0,8,0,177,-8,0,0,16,18,0,3,16.7,2316984,0,3056,0,0,0,"37",2018
"Jamaal","Lascelles","DEF","NEW",4700000,6,95,436557,4,36,0,0,0,0,-3,0,95,3,0,0,8,10,0,1,3.1,180393,0,2745,0,0,0,"37",2018
"Jefferson","Lerma","MID","BOU",4500000,9,75,52378,12,49,0,2,0,0,0,0,75,0,0,0,6,9,0,2,0.3,49287,1,2505,0,0,0,"37",2018
"Victor","Lindelof","DEF","MUN",4900000,0,85,431719,1,40,0,1,0,0,-1,0,85,1,0,0,9,6,0,1,5.2,651996,1,2600,0,0,0,"37",2018
"Jesse","Lingard","MID","MUN",6700000,1,78,813382,3,26,0,4,0,0,-3,0,78,3,0,0,5,3,0,3,2.6,643596,0,1657,0,0,0,"37",2018
"Ruben","Loftus-Cheek","MID","CHE",5200000,3,79,90116,0,9,0,6,0,0,-3,0,79,3,0,0,6,5,0,2,0.8,76178,0,980,0,0,0,"37",2018
NA,"Lucas Moura","MID","TOT",6900000,2,131,2008763,3,18,0,10,0,0,-1,0,131,1,0,0,8,14,0,2,11.9,2496782,0,2115,0,0,0,"37",2018
"Romelu","Lukaku","FWD","MUN",10700000,0,115,926735,4,38,0,12,0,0,-3,0,115,3,0,0,14,4,0,1,3.9,673093,0,2126,0,0,0,"37",2018
"James","Maddison","MID","LEI",6600000,3,137,1732719,3,44,0,7,0,0,1,0,137,-1,1,0,12,8,0,7,5.2,1935920,0,2831,0,0,1,"37",2018
"Harry","Maguire","DEF","LEI",5400000,8,92,916500,6,41,0,3,0,0,-1,0,92,1,0,0,10,6,0,1,8.3,466287,0,2596,0,0,1,"37",2018
"Riyad","Mahrez","MID","MCI",8200000,13,102,601640,0,9,0,7,0,0,-8,0,102,8,1,0,14,4,0,4,1.7,399904,0,1331,0,0,0,"37",2018
"Sadio","Mane","MID","LIV",10300000,15,231,3318138,2,21,0,22,0,0,8,0,231,-8,0,0,24,19,0,3,38.6,4505959,0,3076,0,0,0,"37",2018
"Solomon","March","MID","BHA",4700000,0,94,173338,1,40,0,1,0,0,-3,0,94,3,0,0,5,6,0,6,0.7,201826,0,2459,0,0,0,"37",2018
"Anthony","Martial","MID","MUN",7200000,1,122,1717773,2,25,0,10,0,0,-3,0,122,3,0,0,13,5,0,4,3.4,1821120,0,1613,0,0,0,"37",2018
"Joel","Matip","DEF","LIV",4900000,7,83,81461,3,12,0,1,0,0,-1,0,83,1,0,0,7,9,0,0,1.1,133758,0,1535,0,0,0,"37",2018
"James","McArthur","MID","CRY",4900000,1,121,336224,7,49,0,3,0,0,-1,0,121,1,0,0,7,11,0,7,3.4,443232,0,3057,0,0,0,"37",2018
"Dwight","McNeil","MID","BUR",4400000,2,75,50710,2,25,0,3,0,0,-1,0,75,1,0,0,6,5,0,4,0.8,97102,0,1590,0,0,0,"37",2018
"Ben","Mee","DEF","BUR",4600000,1,81,278879,9,68,0,0,0,0,-4,0,81,4,0,0,5,8,0,2,1.6,112437,2,3420,0,0,0,"37",2018
"Luka","Milivojevic","MID","CRY",6500000,1,166,838352,10,53,0,12,0,0,0,0,166,0,1,0,24,12,0,2,10.6,993901,0,3420,0,0,0,"37",2018
"James","Milner","MID","LIV",5600000,1,101,658856,5,13,0,5,0,0,1,0,101,-1,0,0,12,9,0,5,2.5,685169,0,1778,0,0,1,"37",2018
"Aleksandar","Mitrovic","FWD","FUL",6300000,2,134,2655887,7,78,0,11,0,0,-2,0,134,2,0,0,12,5,0,4,10.8,2802375,0,3280,0,0,0,"37",2018
"Henrikh","Mkhitaryan","MID","ARS",6600000,2,98,1538458,1,26,0,6,0,0,-4,0,98,4,0,0,12,3,0,4,4.6,1060686,0,1637,0,0,0,"37",2018
"Nacho","Monreal","DEF","ARS",5400000,2,77,290921,5,24,0,1,0,0,-1,0,77,1,0,0,7,5,0,4,1.3,298216,0,1860,0,0,0,"37",2018
"Aaron","Mooy","MID","HUD",5e+06,2,76,221101,4,48,0,3,0,0,-5,0,76,5,0,0,5,3,0,1,1,75745,0,2326,0,0,0,"37",2018
"Wes","Morgan","DEF","LEI",4500000,0,76,153451,1,28,0,3,0,0,0,0,76,0,0,0,7,6,0,0,1.6,158846,0,1924,0,0,2,"37",2018
"Sean","Morrison","DEF","CAR",4700000,5,97,75231,6,63,0,1,0,0,-3,0,97,3,0,0,5,9,0,4,0.4,61381,0,3039,0,0,0,"37",2018
NA,"Moutinho","MID","WOL",5100000,2,119,686212,4,39,0,1,0,0,-4,0,119,4,0,0,13,9,0,8,5.1,869246,0,3030,0,0,0,"37",2018
"Josh","Murphy","MID","CAR",4800000,5,76,72004,2,32,0,3,0,0,-2,0,76,2,0,0,3,7,0,2,0.2,66092,0,1810,0,0,0,"37",2018
"Glenn","Murray","FWD","BHA",6100000,6,129,934557,5,45,0,13,0,0,-4,0,129,4,0,0,16,4,0,1,2.8,1027923,0,2501,0,0,0,"37",2018
"Shkodran","Mustafi","DEF","ARS",5400000,2,80,156608,9,40,0,2,0,0,-1,0,80,1,0,0,5,6,0,0,1.3,139286,0,2611,0,0,0,"37",2018
"Wilfred","Ndidi","MID","LEI",4900000,3,89,102077,8,47,0,2,0,0,-1,0,89,1,0,0,4,9,0,0,0.8,94944,0,3295,0,0,0,"37",2018
NA,"Neves","MID","WOL",4900000,2,104,1620414,8,43,0,4,0,0,-1,0,104,1,0,0,7,8,0,3,10.4,1372709,0,3006,0,0,0,"37",2018
"Mark","Noble","MID","WHU",4800000,15,99,59733,6,31,0,5,0,0,-2,0,99,2,0,0,5,7,0,5,0.5,61038,0,2289,0,0,1,"37",2018
"Mesut","Ozil","MID","ARS",7900000,0,89,644095,2,24,0,5,0,0,-6,0,89,6,0,0,9,5,0,3,2.6,475266,0,1732,0,0,0,"37",2018
"Callum","Paterson","MID","CAR",4800000,0,80,171246,4,41,0,4,0,0,-7,0,80,7,0,0,4,5,0,2,0.3,174075,0,1993,0,0,0,"37",2018
NA,"Pedro","MID","CHE",6200000,3,112,1497960,2,19,0,8,0,0,-3,0,112,3,0,0,12,7,0,2,3.3,1467084,0,1768,0,0,0,"37",2018
NA,"Pereira","DEF","LEI",5300000,9,146,1173384,7,45,0,2,0,0,3,0,146,-3,0,0,22,10,0,8,10.6,1644641,0,3123,0,0,0,"37",2018
"Roberto","Pereyra","MID","WAT",5900000,2,122,2160410,3,53,0,6,0,0,-1,0,122,1,0,0,13,6,0,4,8,2390594,0,2817,0,0,0,"37",2018
"Ayoze","Perez","FWD","NEW",6100000,7,141,250480,2,35,0,12,0,0,-4,0,141,4,0,0,19,11,0,2,3.4,294716,0,2916,0,0,0,"37",2018
"Paul","Pogba","MID","MUN",8600000,1,179,3064772,6,43,0,13,0,0,6,0,179,-6,3,0,19,8,0,10,33.7,4337070,0,3007,0,0,0,"37",2018
"Aaron","Ramsey","MID","ARS",7100000,0,91,283990,0,13,0,4,0,0,-4,0,91,4,0,0,4,9,0,6,0.9,245708,0,1319,0,0,0,"37",2018
"Marcus","Rashford","FWD","MUN",7300000,2,128,2937207,3,35,0,10,0,0,3,0,128,-3,0,0,14,6,0,7,21.9,3539954,0,2331,0,0,1,"37",2018
"Nathan","Redmond","MID","SOU",5500000,10,137,264934,3,58,0,6,0,0,0,0,137,0,0,0,12,9,0,5,6.9,661328,0,3272,0,0,0,"37",2018
"Bobby","Reid","FWD","CAR",5200000,2,80,174136,0,30,0,5,0,0,-3,0,80,3,0,0,9,4,0,3,0.9,182178,0,1413,0,0,0,"37",2018
"Declan","Rice","DEF","WHU",4400000,2,92,305164,4,47,0,2,0,0,-1,0,92,1,0,0,9,6,0,0,4.2,536481,0,3003,0,0,0,"37",2018
NA,"Richarlison","MID","EVE",6400000,0,153,4335260,5,36,0,13,0,0,-1,0,153,1,0,0,12,11,0,3,13.3,3990614,0,2662,0,0,1,"37",2018
"Matt","Ritchie","MID","NEW",5800000,9,110,94774,9,40,0,2,0,0,-2,0,110,2,1,0,7,10,0,8,0.6,72055,0,2927,0,0,0,"37",2018
"Andrew","Robertson","DEF","LIV",6700000,6,213,1723617,4,20,0,0,0,0,7,0,213,-7,0,0,29,21,0,12,33,2650621,0,3216,0,0,0,"37",2018
"Salomon","Rondon","FWD","NEW",5900000,6,148,855697,1,31,0,11,0,0,-1,0,148,1,0,0,20,9,0,8,7.7,1230277,0,2601,0,0,0,"37",2018
"Danny","Rose","DEF","TOT",5800000,0,86,116715,5,16,0,0,0,0,-2,0,86,2,0,0,5,8,0,4,1.1,91941,0,1792,0,0,0,"37",2018
"Antonio","Rudiger","DEF","CHE",5900000,0,116,436131,7,35,0,1,0,0,-1,0,116,1,0,0,9,12,0,2,2.9,394049,0,2871,0,0,0,"37",2018
"Mamadou","Sakho","DEF","CRY",4900000,0,88,157312,2,35,0,0,0,0,-1,0,88,1,0,0,13,9,0,0,1.2,119800,0,2416,0,0,0,"37",2018
"Mohamed","Salah","MID","LIV",13200000,3,259,3752957,1,20,0,22,0,0,2,0,259,-2,0,0,18,21,0,12,33.9,2680675,0,3254,0,0,0,"37",2018
"Davinson","Sanchez","DEF","TOT",5800000,0,78,146061,2,22,0,1,0,0,-2,0,78,2,0,0,4,6,0,2,1.6,74736,0,1941,0,0,0,"37",2018
"Leroy","Sane","MID","MCI",9300000,0,156,2692386,1,14,0,10,0,0,-2,0,156,2,0,0,13,9,0,12,7.3,2344340,0,1857,0,0,0,"37",2018
"Fabian","Schar","DEF","NEW",4500000,15,93,173338,12,23,0,4,0,0,-5,0,93,5,0,0,9,7,0,1,1.3,225448,0,2000,0,0,0,"37",2018
"Christopher","Schindler","DEF","HUD",4200000,2,76,267472,4,72,0,1,0,0,-3,0,76,3,0,0,7,5,0,1,2,216416,0,3260,0,0,1,"37",2018
"Jeffrey","Schlupp","DEF","CRY",4300000,0,91,471769,1,26,0,4,0,0,-2,0,91,2,0,0,3,4,0,3,2.5,518849,0,1660,0,0,0,"37",2018
"Andre","Schurrle","MID","FUL",5500000,0,75,699467,2,43,0,6,0,0,-5,0,75,5,0,0,2,2,0,0,2.1,455420,0,1638,0,0,0,"37",2018
"Ryan","Sessegnon","MID","FUL",6e+06,2,94,456029,0,60,0,2,0,0,-5,0,94,5,0,0,3,3,0,7,1.9,64192,0,2291,0,0,0,"37",2018
"Xherdan","Shaqiri","MID","LIV",6800000,0,88,616037,2,6,0,6,0,0,-7,0,88,7,0,0,4,7,0,5,2.1,338471,0,1052,0,0,0,"37",2018
"Luke","Shaw","DEF","MUN",5100000,0,91,1295042,11,39,0,1,0,0,1,0,91,-1,0,0,11,6,0,5,8.1,1415122,0,2591,0,0,0,"37",2018
"Gylfi","Sigurdsson","MID","EVE",7400000,5,182,1321959,3,41,0,13,0,0,-1,0,182,1,3,0,20,15,0,6,8.3,1666590,0,3122,0,0,0,"37",2018
"Moussa","Sissoko","MID","TOT",4900000,2,76,48773,2,28,0,0,0,0,-1,0,76,1,0,0,3,11,0,3,0.3,54772,0,2329,0,0,0,"37",2018
"Robert","Snodgrass","MID","WHU",5e+06,0,85,362475,10,33,0,2,0,0,-5,0,85,5,0,0,9,5,0,5,0.9,396588,0,2215,0,0,0,"37",2018
"Heung-Min","Son","MID","TOT",8600000,0,159,3666211,2,23,0,12,0,0,1,0,159,-1,0,0,17,10,0,8,10.6,3824796,0,2033,0,0,1,"37",2018
"Raheem","Sterling","MID","MCI",11700000,5,234,2312172,3,19,0,17,0,0,7,0,234,-7,0,0,25,17,0,15,24.8,3644050,0,2770,0,0,0,"37",2018
